gen,max_r2,avg_r2,min_r2,std_r2,avg_n_features,std_n_features
118,0.6344346906472775,0.6324736475357239,0.5918225750161484,0.004694908422526616,168.02666666666667,1.5997777623435354
119,0.6348671245789581,0.6322074982270915,0.5693634611252157,0.006332994855549641,167.64,1.5287467634198502
120,0.6365589392448464,0.6326284305581639,0.5772210090847434,0.005748884757051885,167.32666666666665,1.655281110734837
121,0.6366190556392424,0.633453140901082,0.5782983680607231,0.005390029526230295,167.17333333333335,1.772932285477618
122,0.6367928058232524,0.6339676294008464,0.6071210995452705,0.004019246448178187,166.58,1.541730629303749
123,0.637816719931938,0.635196076506958,0.6268839331333853,0.0014121470832136268,165.82666666666665,1.468544252728607
124,0.6378742789184051,0.6358126969304095,0.6200686316960926,0.0019331718516327513,165.55333333333334,1.714785376917149
125,0.6381034137048219,0.6363400770668751,0.6266323279281586,0.0017837915992094358,164.74666666666667,1.7480910222932393
126,0.6383072069917259,0.6366268925981675,0.6171920760822043,0.0024958787632916087,163.76666666666668,1.7065234314893605
127,0.6386506662843707,0.6372590865862803,0.6165600738853103,0.0022815369899639665,162.72,1.461141106578462
128,0.6390901165205785,0.6366520993201257,0.5861416204779002,0.005739010743725343,162.06666666666666,1.2736648783028532
129,0.6392795303518859,0.6378027926873339,0.6221843391301608,0.002145027686452233,161.51333333333332,1.2260324447401691
130,0.63992163881525,0.6380728296089969,0.6274161463272316,0.0015838518204440077,161.20666666666668,1.471038937470914
131,0.63992163881525,0.6381662197749602,0.6156939679129062,0.0030332753839329195,160.48666666666668,1.4910250016534112
132,0.6403074683221698,0.6382979926188568,0.609754059398651,0.003556493100798092,160.0,1.5832456116050557
133,0.6405584863695799,0.6388803292934896,0.5788420925634681,0.005365588178428821,159.14666666666668,1.3335999733386654
134,0.6405584863695799,0.6388880454254221,0.6059071403635593,0.004032859404531482,158.65333333333334,1.3265829119290744
135,0.6405584863695799,0.6394267177213243,0.617803138280048,0.0028493788108629263,158.02,1.1458330303029902
136,0.6407030584094172,0.6397564374288399,0.619576947817344,0.0023356353180607856,157.93333333333334,1.2310790208412925
137,0.6408028073871993,0.6394752300559354,0.6133742012350419,0.0034582442735052138,158.37333333333333,1.1974788330302777
138,0.6409419953057922,0.6397270678576183,0.6187518625855233,0.002992933704038005,158.62666666666667,1.0926827332558868
139,0.6409984827568588,0.639556934883002,0.5939552538623177,0.004788828025702672,158.26,1.0796913139102924
140,0.6409984827568588,0.6390201631544621,0.6006319239324697,0.005050205026707962,157.86,1.2057086436338313
141,0.6410590386839767,0.6403383064008842,0.6238758102597248,0.0021966783628192287,157.32,1.1273567906094917
142,0.6410725381385166,0.6398954903362924,0.6147154196427663,0.003374397975853539,156.92666666666668,1.102099007449976
143,0.6414816074648501,0.6403933025107892,0.6257350498329248,0.002069368452903848,156.26666666666668,1.07496769977314
144,0.6414951449639943,0.640306856673032,0.6047007291621173,0.003815072388196673,155.57333333333332,1.145115229524474
145,0.6416620602627331,0.6406440876261479,0.6276958496909695,0.0018407483804542427,155.17333333333335,1.1761330234666862
146,0.6419645604281656,0.6405292168920063,0.6148153180151019,0.0030210379993878943,154.94666666666666,1.355417114970722
147,0.642073269762905,0.6411268039659698,0.6353531809397264,0.0010029705310507324,154.36,1.362742333189465
148,0.6422662804777053,0.6404242618552847,0.5988350214893452,0.004576299098994613,154.18,1.5666099280505874
149,0.6426104060671001,0.6413739670181385,0.621543274165297,0.0021261847556233314,153.57333333333332,1.457608391243074
150,0.642714435728122,0.6414327759156638,0.6220821594293019,0.002437755894302703,153.47333333333333,1.5174393636064087
