feature_index,feature,vip
312,d1snv_R409,1.308847331533955
44,FRI_x_NDRE_mean,1.30871759404135
159,snv_R557,1.308600642656703
370,d1snv_R578,1.3058971461826014
357,d1snv_R540,1.303751955738702
160,snv_R560,1.3000274719756504
6,R460_p25,1.2980698424588535
147,snv_R522,1.2967597976491179
349,d1snv_R516,1.2953760329323314
22,FRI_p25,1.2942851115465386
43,R800_R460_p75,1.2928649420560532
371,d1snv_R581,1.290618873684138
332,d1snv_R467,1.2895188204610468
518,d1_all_peak_wl,1.287164393701169
365,d1snv_R563,1.2871565016135276
161,snv_R563,1.286222344613511
321,d1snv_R435,1.283208986688154
468,d1snv_R872,1.2804891765919286
57,GNDVI_std,1.2798730516893744
516,d1_blue_peak_wl,1.278831489925373
69,ZTM_std,1.2747105826936715
372,d1snv_R584,1.2708063382369135
358,d1snv_R543,1.2686877579459706
320,d1snv_R432,1.2683724212187404
162,snv_R566,1.268174871318011
98,BES_p25,1.2662327801420437
146,snv_R519,1.2646121683397056
348,d1snv_R513,1.2644311116700215
75,CRI_p75,1.2621888226244848
322,d1snv_R438,1.257054350126779
467,d1snv_R869,1.2538476466837543
42,R800_R460_p25,1.2505769691242052
373,d1snv_R587,1.2495666847913975
51,logNBI_p75,1.24247547035683
163,snv_R569,1.2423848890024898
364,d1snv_R560,1.237735310352887
319,d1snv_R429,1.2371649282271184
25,NDRE_std,1.23701902706193
374,d1snv_R590,1.2285956702020748
347,d1snv_R510,1.2254830838494375
323,d1snv_R441,1.2245174019362208
34,logR460_R410_p25,1.2241666551002137
1,R410_std,1.220544991774615
164,snv_R572,1.2153812582261756
20,FRI_mean,1.213938604418868
375,d1snv_R593,1.2128474326676184
517,d1_blue_peak_value,1.2056730311360644
78,PRI_p25,1.2044571921941145
359,d1snv_R546,1.2027493082960228
311,d1snv_R406,1.2022100245032685
376,d1snv_R596,1.1993238742753316
145,snv_R516,1.1955091527244657
513,cont_BandI_area,1.1929999840194143
377,d1snv_R599,1.1928453405401491
31,NBI_p75,1.1894278458671403
378,d1snv_R602,1.1876740641567232
165,snv_R575,1.185524899275871
318,d1snv_R426,1.1855042405958522
379,d1snv_R605,1.184311787171861
316,d1snv_R420,1.1835000711670778
103,FLAVI_p75,1.182004742565698
336,d1snv_R478,1.1819781014589363
346,d1snv_R508,1.1797605165083052
519,d1_all_peak_value,1.1790293113553392
380,d1snv_R607,1.1788411136409176
381,d1snv_R610,1.1695301755518666
469,d1snv_R875,1.1674371243605859
97,BES_std,1.1648902075245353
324,d1snv_R444,1.162622368405079
466,d1snv_R866,1.1606739377446205
382,d1snv_R613,1.159429943130838
166,snv_R578,1.155596077005591
3,R410_p75,1.153858205366854
96,BES_mean,1.1519171976831255
383,d1snv_R616,1.1485290653068556
53,NDVI_std,1.1484211548334171
28,NBI_mean,1.1419504886451688
18,R800_p25,1.140503400760425
310,d1snv_R403,1.1362129931287648
470,d1snv_R878,1.1354385788388288
317,d1snv_R423,1.1345158806158862
384,d1snv_R619,1.134235111122202
472,d1snv_R884,1.1339901178331497
345,d1snv_R505,1.1315110431487125
23,FRI_p75,1.1312782774429144
363,d1snv_R557,1.1305616527262436
331,d1snv_R464,1.1263846599290885
32,logR460_R410_mean,1.1232902594135876
219,snv_R736,1.1225422423960998
167,snv_R581,1.1224095604533693
218,snv_R733,1.1207953162503506
76,PRI_mean,1.1138415846959697
385,d1snv_R622,1.1128953315425703
325,d1snv_R446,1.1076389309975556
4,R460_mean,1.1069561171636628
16,R800_mean,1.1067036000665846
459,d1snv_R844,1.1006339043770708
35,logR460_R410_p75,1.0985265731224048
99,BES_p75,1.0954271707527565
309,d1snv_R400,1.0936380468830542
473,d1snv_R887,1.09201961292278
217,snv_R730,1.091885399883491
460,d1snv_R847,1.0900368987008755
168,snv_R584,1.0876924904328689
479,d1snv_R905,1.086503592075286
37,R670_R460_std,1.086453683021811
386,d1snv_R625,1.085674174398327
344,d1snv_R502,1.0844798689946926
220,snv_R739,1.0836415663259433
498,d1snv_R963,1.082968636886357
471,d1snv_R881,1.0796526243025424
360,d1snv_R549,1.0752901940778457
474,d1snv_R890,1.0749184746263947
41,R800_R460_std,1.074654800082511
512,cont_BandI_depth,1.072227365298575
95,REP_p75,1.0662324691142686
308,d1snv_R397,1.0648010046591572
86,SIPI_p25,1.0647006449016418
480,d1snv_R908,1.0582894077758438
144,snv_R513,1.0515952728781852
79,PRI_p75,1.051022193172276
326,d1snv_R449,1.050755041659275
478,d1snv_R902,1.0489570230197351
169,snv_R587,1.0485229221085715
216,snv_R727,1.0465751785239679
481,d1snv_R911,1.0463143987132935
73,CRI_std,1.0462843101436192
387,d1snv_R628,1.0459458086284303
343,d1snv_R499,1.0437389867238966
477,d1snv_R899,1.0410013704836318
93,REP_std,1.037932315343056
7,R460_p75,1.0331690237244344
330,d1snv_R461,1.027513443207224
458,d1snv_R841,1.0272606185336202
502,d1snv_R976,1.0262498029589222
337,d1snv_R481,1.0179001772373601
221,snv_R742,1.0178077541968373
461,d1snv_R850,1.0157085594973563
476,d1snv_R896,1.0145127792470947
342,d1snv_R496,1.0100333871182783
170,snv_R590,1.0068007740613651
402,d1snv_R673,1.0062666069695492
327,d1snv_R452,1.0053306438522867
465,d1snv_R862,1.0053224588190226
388,d1snv_R631,1.0014607496508692
412,d1snv_R703,1.0010741391028404
306,snv_R1000,1.0004207274929742
215,snv_R724,1.0003677395886703
499,d1snv_R967,0.9949031156078942
453,d1snv_R826,0.9923090120903901
411,d1snv_R700,0.9922039762657768
298,snv_R976,0.9874000847710233
475,d1snv_R893,0.9855621265627709
329,d1snv_R458,0.9853814984716697
341,d1snv_R493,0.9851658059608189
328,d1snv_R455,0.9814008592337188
452,d1snv_R823,0.9801258664160561
457,d1snv_R838,0.9798433528838894
482,d1snv_R914,0.9738122903563059
497,d1snv_R960,0.9730312452375857
100,FLAVI_mean,0.9717747627717619
340,d1snv_R490,0.9674709504891202
338,d1snv_R484,0.964130100219996
362,d1snv_R554,0.9602054351562112
171,snv_R593,0.9598058393850527
339,d1snv_R487,0.9583455750653955
389,d1snv_R634,0.9579284325793629
454,d1snv_R829,0.9555256076796882
214,snv_R721,0.9545266253777052
451,d1snv_R820,0.9501423540689508
483,d1snv_R917,0.9452555726425862
410,d1snv_R697,0.9438480080282371
515,d1_red_peak_value,0.9405443412004559
222,snv_R745,0.9399183237149759
462,d1snv_R853,0.9396383600661655
487,d1snv_R930,0.9368077022880489
455,d1snv_R832,0.9351642041718478
450,d1snv_R817,0.9318886150710479
65,RVSI_std,0.9283333634476949
305,snv_R997,0.926561124038589
390,d1snv_R637,0.9265038333941298
295,snv_R967,0.9256936553890364
301,snv_R985,0.922794094685297
437,d1snv_R778,0.9212833474667492
302,snv_R988,0.9197733734964197
440,d1snv_R787,0.9184738497381144
87,SIPI_p75,0.9184113644595971
361,d1snv_R551,0.9153530016966405
213,snv_R718,0.9148778882360952
401,d1snv_R670,0.9145480607880164
456,d1snv_R835,0.9139729410254334
486,d1snv_R927,0.9133950792082989
484,d1snv_R920,0.9131564858842801
92,REP_mean,0.9127372591509226
307,snv_R1004,0.9118793674213025
501,d1snv_R973,0.9096043975137397
485,d1snv_R924,0.9095415516197985
85,SIPI_std,0.9091663358130239
172,snv_R596,0.9075793063247642
413,d1snv_R706,0.9059028340311874
449,d1snv_R814,0.9040527650087605
391,d1snv_R640,0.9038953310463758
303,snv_R991,0.9003408131444417
496,d1snv_R957,0.8972931469541723
409,d1snv_R694,0.8946053716266454
448,d1snv_R811,0.8902362333309116
304,snv_R994,0.8861850533942885
299,snv_R979,0.8861648829902843
71,ZTM_p75,0.884751597957417
441,d1snv_R790,0.8845224860598777
392,d1snv_R643,0.8837711268760483
223,snv_R748,0.8806260253372332
495,d1snv_R954,0.8797624645163011
442,d1snv_R793,0.8788592851325705
504,d1snv_R982,0.8774730704310123
212,snv_R715,0.8772156739922081
488,d1snv_R933,0.8753382545986721
439,d1snv_R784,0.8726212999637619
431,d1snv_R760,0.8723714049738653
436,d1snv_R775,0.8687558137000355
104,snv_R397,0.8670279098088144
90,WBI_p25,0.8651992380689497
300,snv_R982,0.8646719221209034
5,R460_std,0.8636541048393016
393,d1snv_R646,0.8633501712941143
463,d1snv_R856,0.8630506223972377
447,d1snv_R808,0.8619354489905104
464,d1snv_R859,0.8619327790964987
400,d1snv_R667,0.8617618940625024
432,d1snv_R763,0.8611441964967543
491,d1snv_R942,0.8610874067489178
490,d1snv_R939,0.8608380227988465
443,d1snv_R796,0.8603024442437726
288,snv_R945,0.8593377721875879
38,R670_R460_p25,0.8575842799472735
446,d1snv_R805,0.857076540191816
430,d1snv_R757,0.8554545290767549
445,d1snv_R802,0.8551721354331152
296,snv_R970,0.8549181387203189
408,d1snv_R691,0.8549163213406559
84,SIPI_mean,0.8519615794719796
493,d1snv_R948,0.8494966759796748
173,snv_R599,0.8491167033855312
444,d1snv_R799,0.8483851241463782
435,d1snv_R772,0.8480250520007354
505,d1snv_R985,0.8479563203137084
429,d1snv_R754,0.8454829286022089
494,d1snv_R951,0.8439595808855639
399,d1snv_R664,0.843615356640349
433,d1snv_R766,0.8430977462578432
211,snv_R712,0.8429986539792086
438,d1snv_R781,0.8422138933966979
394,d1snv_R649,0.84139121563854
297,snv_R973,0.8407902115510741
105,snv_R400,0.8359316736363941
434,d1snv_R769,0.8356980377483001
489,d1snv_R936,0.8356431878642785
492,d1snv_R945,0.8349477563852233
428,d1snv_R751,0.8342151409331579
143,snv_R510,0.8340711513501079
514,d1_red_peak_wl,0.8338318624358926
398,d1snv_R661,0.8329706062525482
285,snv_R936,0.8296536815608113
500,d1snv_R970,0.8296153920772303
9,R670_std,0.8259773546998193
395,d1snv_R652,0.8252587750675665
407,d1snv_R688,0.8244075443062411
91,WBI_p75,0.824250887328849
397,d1snv_R658,0.8238350664432563
224,snv_R751,0.8236156606513035
292,snv_R957,0.823565235708894
294,snv_R963,0.8235490427020172
10,R670_p25,0.8219086107628321
291,snv_R954,0.8207461398795842
106,snv_R403,0.8205031579342278
396,d1snv_R655,0.82017451991401
50,logNBI_p25,0.8201185947677286
503,d1snv_R979,0.8195149580414762
293,snv_R960,0.8194960674869495
289,snv_R948,0.8187790572386189
88,WBI_mean,0.8186743693871846
55,NDVI_p75,0.8114738336982568
427,d1snv_R748,0.8108578025523606
210,snv_R709,0.8069879628114496
403,d1snv_R676,0.8066609843229701
128,snv_R467,0.8047310787048235
426,d1snv_R745,0.8046711900494673
129,snv_R470,0.8045061073007455
107,snv_R406,0.8040035416272493
127,snv_R464,0.8037244843875835
290,snv_R951,0.8035352025201076
287,snv_R942,0.8029266650747766
406,d1snv_R685,0.8026967439184218
130,snv_R473,0.8023621906830687
126,snv_R461,0.801258744885882
131,snv_R476,0.7975450107962886
425,d1snv_R742,0.7974697881121644
125,snv_R458,0.796447665026855
199,snv_R676,0.7951119668296365
198,snv_R673,0.794322326128837
124,snv_R455,0.7935538993850997
132,snv_R478,0.7925434586167728
108,snv_R409,0.7921786537365122
123,snv_R452,0.7910218957361935
133,snv_R481,0.7888745702994342
405,d1snv_R682,0.7879886797479965
200,snv_R679,0.787671535397452
134,snv_R484,0.7873261067308001
68,ZTM_mean,0.7870400150133348
135,snv_R487,0.786460479176455
122,snv_R449,0.7861821629107933
424,d1snv_R739,0.7861603205888662
136,snv_R490,0.7860202653473796
197,snv_R670,0.7859672527869687
174,snv_R602,0.7856554161796198
137,snv_R493,0.7846186967500607
225,snv_R754,0.7841929570279227
109,snv_R412,0.7827912943958711
404,d1snv_R679,0.7819211541300157
121,snv_R446,0.7811177672655502
138,snv_R496,0.7804182254697754
226,snv_R757,0.776878701086332
120,snv_R444,0.7765905204926303
110,snv_R415,0.7765135568238632
94,REP_p25,0.7748586699286114
286,snv_R939,0.7735289048408046
209,snv_R706,0.7716136466671766
119,snv_R441,0.7713967396175337
111,snv_R418,0.7705471104528935
139,snv_R499,0.7704305616413426
196,snv_R667,0.7697588247184833
228,snv_R763,0.7696697760148333
423,d1snv_R736,0.7688732708253299
39,R670_R460_p75,0.7667109429306306
112,snv_R420,0.765322954453145
201,snv_R682,0.7652447380749751
118,snv_R438,0.7634706546236292
227,snv_R760,0.7622796797383081
113,snv_R423,0.7613579973644221
114,snv_R426,0.7586064936568393
117,snv_R435,0.7585338194420754
116,snv_R432,0.7570871951233645
115,snv_R429,0.7570135645663738
422,d1snv_R733,0.7509909977489538
140,snv_R502,0.7508702376329786
195,snv_R664,0.7498670803484968
284,snv_R933,0.7471595798395755
229,snv_R766,0.7417580161535886
77,PRI_std,0.7386069631779325
283,snv_R930,0.7364554335433413
414,d1snv_R709,0.734856422793924
208,snv_R703,0.7337833789672493
421,d1snv_R730,0.7308295619956413
202,snv_R685,0.7286459681806842
141,snv_R505,0.7278943061883919
30,NBI_p25,0.7262177435336934
36,R670_R460_mean,0.7243933133252757
142,snv_R508,0.7238981748211262
194,snv_R661,0.721423416880802
175,snv_R605,0.7179882236773534
70,ZTM_p25,0.7106243031435909
282,snv_R927,0.7085775740079888
420,d1snv_R727,0.7063427209920785
230,snv_R769,0.7013120163641998
207,snv_R700,0.6990567515001952
27,NDRE_p75,0.6987112696645725
231,snv_R772,0.6954713679836135
54,NDVI_p25,0.6952104069102528
232,snv_R775,0.6931302322921095
193,snv_R658,0.6928607486895212
233,snv_R778,0.6927228597518208
234,snv_R781,0.691562841707386
203,snv_R688,0.6875427051593669
281,snv_R924,0.6790337946578897
235,snv_R784,0.6789477392856461
419,d1snv_R724,0.677855390826771
236,snv_R787,0.6730789124914988
192,snv_R655,0.6720684119723775
206,snv_R697,0.6694307223336282
102,FLAVI_p25,0.6685321800564301
237,snv_R790,0.6662610944630886
280,snv_R920,0.6654859787568685
191,snv_R652,0.6599077446861936
204,snv_R691,0.6576624247701578
278,snv_R914,0.657452769560189
277,snv_R911,0.6536355625886664
176,snv_R607,0.6515441465620571
205,snv_R694,0.6501644813402093
279,snv_R917,0.6494691914412758
418,d1snv_R721,0.6457502194763577
190,snv_R649,0.645335184211888
238,snv_R793,0.6446116118160221
52,NDVI_mean,0.6431112935199454
67,RVSI_p75,0.6400231600817233
239,snv_R796,0.6354908291277892
241,snv_R802,0.6316424658971346
8,R670_mean,0.6305907010014349
240,snv_R799,0.6292227416064587
11,R670_p75,0.6282225322151544
189,snv_R646,0.626004765432065
415,d1snv_R712,0.6205044971332931
14,R700_p25,0.6190225111397135
243,snv_R808,0.617782987283175
417,d1snv_R718,0.6130929041458677
242,snv_R805,0.6126897336888145
276,snv_R908,0.6043471140100392
66,RVSI_p25,0.6024877237964426
188,snv_R643,0.6022026826066726
259,snv_R856,0.5980359045129983
244,snv_R811,0.5963008272870868
177,snv_R610,0.5960224131161724
275,snv_R905,0.5939576874778029
416,d1snv_R715,0.5927492178156561
273,snv_R899,0.5911210941606998
13,R700_std,0.5857731824970666
245,snv_R814,0.58433852231964
274,snv_R902,0.5817553427488775
187,snv_R640,0.5798214164997555
64,RVSI_mean,0.575304762126507
272,snv_R896,0.5740367815321299
24,NDRE_mean,0.5722007981080626
271,snv_R893,0.5683959296211357
246,snv_R817,0.5678585096748875
247,snv_R820,0.5661626410788988
258,snv_R853,0.5641812062383135
186,snv_R637,0.5598168944947686
248,snv_R823,0.5543976709481414
260,snv_R859,0.5530865716334835
178,snv_R613,0.5512459253591134
26,NDRE_p25,0.5509656355924163
270,snv_R890,0.5473914005638265
185,snv_R634,0.5446718684819122
249,snv_R826,0.5436869032977819
250,snv_R829,0.5401730937812538
269,snv_R887,0.5386691625306291
15,R700_p75,0.535549199291998
252,snv_R835,0.533077267189169
184,snv_R631,0.5327993497760939
251,snv_R832,0.5311003398960498
268,snv_R884,0.5281345928562288
261,snv_R862,0.5281015740693891
253,snv_R838,0.526003237441601
267,snv_R881,0.5257816085312708
179,snv_R616,0.5254675812615828
266,snv_R878,0.5247944830449431
183,snv_R628,0.524114191287591
12,R700_mean,0.5230876223439973
254,snv_R841,0.5182456582844633
182,snv_R625,0.5174115824779691
265,snv_R875,0.5173027166016375
180,snv_R619,0.5142690480169112
181,snv_R622,0.5132038284351714
262,snv_R866,0.5111838267978346
264,snv_R872,0.5107759294343703
255,snv_R844,0.5078647257462311
263,snv_R869,0.5023968242828729
256,snv_R847,0.4963563397380923
257,snv_R850,0.48207438212934994
