gen,max_r2,avg_r2,min_r2,std_r2,avg_n_features,std_n_features
59,0.548242039321136,0.5398409735334688,0.48930061696984206,0.007132526743430514,257.04,1.6078142512948026
60,0.548242039321136,0.5398146071349621,0.49037987263208266,0.01001693575303936,257.2133333333333,1.5982768498883066
61,0.548242039321136,0.5393063225408121,0.46468954413852515,0.010996333515559049,257.04,1.5400432894348566
62,0.5501436036309016,0.5422973382534038,0.5162326393322256,0.006927758548350757,257.04,1.6447086874783228
63,0.5504624015289155,0.5428017734982791,0.48314786345313543,0.010210382885583208,256.8,1.4605934866804429
64,0.5521604217982538,0.5453705242633328,0.504426727994337,0.007664351096756856,256.44,1.675231327309754
65,0.5521604217982538,0.5460694709639996,0.5151618473867414,0.007453501149534505,255.76666666666668,1.533695609376979
66,0.5521604217982538,0.5468073903130911,0.5037928375243297,0.007487524760924238,255.31333333333333,1.4657724546766764
67,0.5527503090829775,0.5468548421636616,0.4936536078367169,0.008929353068937853,254.76666666666668,1.462494064565354
68,0.5530839386192559,0.5481180636119524,0.4936536078367169,0.008055726374931519,254.66666666666666,1.141149517908246
69,0.5540073199107234,0.545616317548128,0.47122495438687045,0.012305241553679324,254.68,1.3629380029920657
70,0.5540073199107234,0.5478612067973248,0.49392817345038365,0.009770011212772173,254.35333333333332,1.3172530339898842
71,0.5554260940156667,0.547673325282476,0.48730922648852043,0.011777857018079525,253.93333333333334,1.3349989596333858
72,0.5554260940156667,0.5494073913473378,0.5135729524496798,0.008514164897626091,253.58,1.4618253429645192
73,0.5554260940156667,0.5494534951115964,0.4938291680976432,0.010907326396729753,253.15333333333334,1.284454056096294
74,0.5555107021851541,0.5486948217340626,0.4851915126281158,0.013449301310759337,252.78666666666666,1.2467914376065024
75,0.5555107021851541,0.5506746168315559,0.48383934572613085,0.011418522261546517,252.52666666666667,1.1471510604778936
76,0.5555107021851541,0.5508856390527587,0.49367106426459867,0.010268740860073107,252.40666666666667,1.1949709433938365
77,0.5555107021851541,0.5501385624482863,0.48929763197647896,0.01315741924051033,252.40666666666667,1.083799899530454
78,0.5555107021851541,0.5515054290701414,0.5028359136540155,0.009947520135609815,252.16,1.1948779575058421
79,0.5556798714949812,0.5507010781540954,0.4982107673151638,0.012034117932810057,251.84,1.24942653512188
80,0.5556798714949812,0.5511517319398758,0.46776049121997615,0.012223267101708013,251.49333333333334,1.284505957773476
